Query,RetrievedDocuments
50197.query,VOM19980326.0900.0118 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0700.0452 VOM19980502.0730.0193 
50198.query,VOM19980220.0900.3360 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980223.0900.3362 VOM19980225.0900.1874 
50199.query,VOM19980613.0700.0179 VOM19980306.0700.0354 VOM19980305.0700.0395 VOM19980613.0730.0072 VOM19980327.0900.3348 
50200.query,VOM19980617.0730.0243 VOM19980222.0700.1842 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980225.0900.1874 
50201.query,VOM19980317.0700.3639 VOM19980611.0900.0110 VOM19980611.0700.0150 VOM19980611.0700.0150 VOM19980317.0900.0152 
50202.query,VOM19980617.0730.0243 VOM19980607.0730.0002 VOM19980606.0730.0060 VOM19980606.0700.0098 VOM19980223.0900.1740 
50203.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980303.0900.0160 VOM19980303.0900.1879 
50204.query,VOM19980430.0900.0074 VOM19980605.0700.0560 VOM19980606.0730.0060 VOM19980607.0730.0002 VOM19980604.0700.0458 
50205.query,VOM19980326.0900.0118 VOM19980222.0700.0758 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980306.0700.0425 
50206.query,VOM19980616.0730.0180 VOM19980616.0900.0100 VOM19980317.0700.0723 VOM19980224.0900.2345 VOM19980616.0730.0252 
50207.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50208.query,VOM19980326.0900.0118 VOM19980613.0700.0179 VOM19980326.0700.0452 VOM19980613.0730.0072 VOM19980224.0900.0173 
50209.query,VOM19980526.0700.0381 VOM19980506.0700.0287 VOM19980506.0900.0225 VOM19980508.0900.0252 VOM19980509.0700.0127 
50210.query,VOM19980303.0900.0160 VOM19980228.0700.0156 VOM19980223.0700.0800 VOM19980613.0700.0179 VOM19980613.0730.0072 
50211.query,VOM19980304.0700.0871 VOM19980421.0900.0076 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980531.0700.0380 
50212.query,VOM19980613.0700.0179 VOM19980326.0900.0118 VOM19980613.0730.0072 VOM19980226.0900.0170 VOM19980226.0900.3359 
50213.query,VOM19980223.0900.3362 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980326.0700.0452 
50214.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980220.0900.3360 VOM19980305.0700.0395 VOM19980306.0700.0354 
50215.query,VOM19980312.0900.1868 VOM19980312.0900.0274 VOM19980225.0900.0178 VOM19980223.0900.0154 VOM19980223.0700.0197 
50216.query,VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980422.0900.0246 VOM19980611.0900.0253 VOM19980610.0730.0140 
50217.query,VOM19980223.0900.3362 VOM19980228.0700.0156 VOM19980228.0700.1784 VOM19980223.0700.0800 VOM19980223.0900.0154 
50218.query,VOM19980220.0900.3360 VOM19980224.0900.0173 VOM19980605.0700.0560 VOM19980224.0900.3361 VOM19980224.0900.2029 
50219.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980604.0730.0143 VOM19980604.0730.0143 VOM19980604.0700.0269 
50220.query,VOM19980220.0900.3360 VOM19980223.0900.3362 VOM19980304.0900.0353 VOM19980222.0700.0151 VOM19980220.0900.0190 
50221.query,VOM19980526.0700.0431 VOM19980220.0900.0424 VOM19980610.0700.0289 VOM19980220.0900.2076 VOM19980501.0700.0297 
50222.query,VOM19980616.0730.0180 VOM19980616.0900.0100 VOM19980317.0700.0723 VOM19980224.0900.2345 VOM19980616.0730.0252 
50223.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 VOM19980502.0730.0193 VOM19980311.0700.0279 
50224.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.1787 VOM19980223.0900.0199 VOM19980223.0900.0199 
50225.query,VOM19980220.0900.3360 VOM19980523.0700.0428 VOM19980523.0730.0220 VOM19980505.0730.0003 VOM19980223.0900.0199 
50226.query,VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50227.query,VOM19980628.0700.0355 VOM19980612.0700.0383 VOM19980612.0700.0383 VOM19980612.0700.0383 VOM19980326.0900.0325 
50228.query,VOM19980511.0700.0543 VOM19980522.0730.0161 VOM19980427.0900.0040 VOM19980222.0700.0909 VOM19980503.0700.0524 
50229.query,VOM19980226.0900.1725 VOM19980220.0900.3360 VOM19980226.0900.0170 VOM19980224.0700.0173 VOM19980226.0900.3359 
50230.query,VOM19980614.0700.0458 VOM19980503.0700.0342 VOM19980503.0700.0342 VOM19980619.0700.0392 VOM19980623.0900.0242 
50231.query,VOM19980604.0700.0424 VOM19980228.0700.0156 VOM19980228.0700.1784 VOM19980223.0900.0199 VOM19980223.0900.0199 
50232.query,VOM19980228.0700.0327 VOM19980228.0700.1944 VOM19980610.0700.0375 VOM19980305.0900.0254 VOM19980404.0700.0261 
50233.query,VOM19980220.0900.3360 VOM19980221.0700.0119 VOM19980223.0900.3362 VOM19980223.0900.0154 VOM19980223.0900.1740 
50234.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50235.query,VOM19980316.0900.2076 VOM19980505.0900.0224 VOM19980626.0700.0298 VOM19980302.0700.1233 VOM19980312.0900.0186 
50236.query,VOM19980226.0900.3539 VOM19980226.0900.0401 VOM19980311.0700.2443 VOM19980228.0700.0156 VOM19980228.0700.1784 
50237.query,VOM19980227.0900.1944 VOM19980227.0900.1944 VOM19980227.0900.0180 VOM19980319.0900.2928 VOM19980620.0700.0175 
50238.query,VOM19980628.0700.0355 VOM19980628.0730.0253 VOM19980602.0700.0417 VOM19980223.0700.1295 VOM19980228.0700.1816 
50239.query,VOM19980403.0700.0372 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980326.0700.0115 VOM19980327.0900.3348 
50240.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50241.query,VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50242.query,VOM19980520.0700.0406 VOM19980520.0730.0150 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0700.0240 
50243.query,VOM19980220.0900.3360 VOM19980327.0900.0375 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.3362 
50244.query,VOM19980225.0700.0999 VOM19980225.0700.0348 VOM19980319.0700.0108 VOM19980319.0900.2928 VOM19980223.0700.0596 
50245.query,VOM19980220.0900.3360 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.1740 VOM19980223.0900.0154 
50246.query,VOM19980220.0900.3360 VOM19980526.0700.0381 VOM19980614.0730.0072 VOM19980220.0900.0190 VOM19980220.0900.1815 
50247.query,VOM19980609.0700.0468 VOM19980223.0900.0629 VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980223.0700.0882 
50248.query,VOM19980220.0900.3360 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980225.0900.1874 VOM19980220.0900.0190 
50249.query,VOM19980305.0900.1999 VOM19980223.0700.0240 VOM19980626.0730.0227 VOM19980530.0700.0476 VOM19980530.0700.0476 
50250.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980221.0700.0119 VOM19980527.0700.0426 
50251.query,VOM19980326.0900.0118 VOM19980613.0700.0179 VOM19980220.0900.3360 VOM19980326.0700.0452 VOM19980613.0730.0072 
50252.query,VOM19980526.0730.0131 VOM19980526.0700.0342 VOM19980526.0900.0186 VOM19980223.0900.0629 VOM19980220.0900.3360 
50253.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50254.query,VOM19980227.0900.0414 VOM19980220.0900.1880 VOM19980220.0900.3360 VOM19980223.0700.0882 VOM19980222.0700.1880 
50255.query,VOM19980616.0730.0180 VOM19980616.0900.0100 VOM19980317.0700.0723 VOM19980224.0900.2345 VOM19980421.0900.0180 
50256.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980626.0700.0365 VOM19980526.0700.0381 VOM19980317.0700.3608 
50257.query,VOM19980604.0730.0077 VOM19980527.0700.0094 VOM19980319.0700.0108 VOM19980302.0700.1233 VOM19980521.0700.0039 
50258.query,VOM19980511.0700.0543 VOM19980222.0700.0909 VOM19980523.0730.0114 VOM19980304.0900.0276 VOM19980304.0700.0304 
50259.query,VOM19980623.0900.0051 VOM19980626.0700.0131 VOM19980628.0730.0026 VOM19980628.0700.0355 VOM19980623.0700.0558 
50260.query,VOM19980526.0730.0131 VOM19980526.0700.0342 VOM19980526.0900.0186 VOM19980223.0900.0629 VOM19980220.0900.3360 
50261.query,VOM19980515.0730.0199 VOM19980223.0900.3362 VOM19980515.0700.0379 VOM19980228.0700.0156 VOM19980228.0700.1784 
50262.query,VOM19980327.0900.0221 VOM19980507.0730.0066 VOM19980220.0900.3360 VOM19980223.0700.0882 VOM19980416.0900.0248 
50263.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980223.0700.1040 VOM19980220.0900.3360 
50264.query,VOM19980305.0700.0395 VOM19980327.0900.3348 VOM19980220.0900.3360 VOM19980306.0700.0354 VOM19980327.0900.0179 
50265.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980223.0700.1040 VOM19980220.0900.1880 VOM19980613.0700.0179 
50266.query,VOM19980301.0700.0284 VOM19980503.0700.0096 VOM19980511.0700.0105 VOM19980511.0730.0066 VOM19980311.0700.0234 
50267.query,VOM19980224.0700.0173 VOM19980226.0900.0170 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 
50268.query,VOM19980511.0700.0105 VOM19980503.0700.0096 VOM19980511.0900.0039 VOM19980628.0730.0091 VOM19980511.0730.0066 
50269.query,VOM19980312.0900.1868 VOM19980312.0900.0274 VOM19980312.0900.0825 VOM19980620.0700.0143 VOM19980312.0900.0990 
50270.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980303.0700.0179 VOM19980630.0900.0205 VOM19980223.0900.1740 
50271.query,VOM19980220.0900.3360 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980521.0730.0004 VOM19980521.0730.0004 
50272.query,VOM19980319.0700.0108 VOM19980606.0700.0150 VOM19980527.0700.0094 VOM19980319.0900.0095 VOM19980319.0900.1855 
50273.query,VOM19980303.0900.0203 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980304.0700.0347 VOM19980626.0700.0365 
50274.query,VOM19980524.0730.0085 VOM19980524.0700.0301 VOM19980530.0730.0101 VOM19980530.0700.0199 VOM19980531.0700.0505 
50275.query,VOM19980526.0700.0431 VOM19980501.0900.0067 VOM19980304.0700.0408 VOM19980304.0900.0353 VOM19980610.0700.0289 
50276.query,VOM19980223.0900.1935 VOM19980223.0900.0719 VOM19980223.0900.0441 VOM19980316.0700.0601 VOM19980317.0900.3421 
50277.query,VOM19980228.0700.0156 VOM19980303.0900.0160 VOM19980223.0700.0800 VOM19980303.0700.0179 VOM19980223.0900.3362 
50278.query,VOM19980526.0700.0431 VOM19980505.0700.0529 VOM19980501.0730.0291 VOM19980311.0700.1006 VOM19980222.0700.1880 
50279.query,VOM19980326.0900.0118 VOM19980220.0900.3360 VOM19980326.0700.0452 VOM19980613.0700.0179 VOM19980613.0730.0072 
50280.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980223.0700.1040 VOM19980325.0900.3393 
50281.query,VOM19980524.0730.0085 VOM19980524.0700.0301 VOM19980530.0730.0101 VOM19980530.0700.0199 VOM19980531.0700.0505 
50282.query,VOM19980526.0700.0431 VOM19980610.0700.0289 VOM19980428.0900.0156 VOM19980620.0700.0143 VOM19980413.0900.0139 
50283.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980602.0700.0417 VOM19980621.0730.0064 VOM19980228.0700.1784 
50284.query,VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50285.query,VOM19980613.0730.0108 VOM19980613.0700.0232 VOM19980317.0900.3462 VOM19980625.0700.0514 VOM19980228.0700.0156 
50286.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0700.0945 VOM19980223.0900.0629 VOM19980526.0700.0431 
50287.query,VOM19980613.0730.0143 VOM19980613.0700.0300 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 
50288.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980223.0700.1040 VOM19980613.0700.0179 
50289.query,VOM19980312.0900.3525 VOM19980326.0900.3400 VOM19980327.0900.1798 VOM19980319.0900.2063 VOM19980327.0900.0126 
50290.query,VOM19980526.0700.0431 VOM19980610.0700.0289 VOM19980610.0730.0058 VOM19980327.0900.0255 VOM19980327.0900.3463 
50291.query,VOM19980224.0700.1724 VOM19980428.0900.0156 VOM19980311.0700.3445 VOM19980624.0700.0122 VOM19980624.0730.0041 
50292.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980526.0700.0381 VOM19980602.0700.0417 VOM19980220.0900.3360 
50293.query,VOM19980619.0700.0307 VOM19980222.0700.2119 VOM19980306.0700.0507 VOM19980501.0700.0379 VOM19980222.0700.0276 
50294.query,VOM19980614.0700.0458 VOM19980619.0700.0392 VOM19980618.0900.0242 VOM19980521.0900.0224 VOM19980404.0700.1925 
50295.query,VOM19980326.0900.3491 VOM19980302.0700.3469 VOM19980311.0700.0234 VOM19980604.0730.0250 VOM19980604.0900.0213 
50296.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980527.0700.0426 VOM19980611.0700.0350 
50297.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980325.0900.3393 VOM19980325.0900.3425 
50298.query,VOM19980605.0700.0560 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980604.0700.0458 
50299.query,VOM19980305.0900.1736 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980221.0700.0119 
50300.query,VOM19980619.0700.0392 VOM19980627.0700.0504 VOM19980618.0900.0242 VOM19980614.0700.0458 VOM19980404.0700.1925 
50301.query,VOM19980526.0700.0431 VOM19980220.0900.0424 VOM19980220.0900.2076 VOM19980610.0700.0289 VOM19980220.0900.3396 
50302.query,VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0900.3360 VOM19980221.0700.0119 VOM19980223.0700.0882 
50303.query,VOM19980616.0900.0137 VOM19980616.0730.0001 VOM19980505.0700.0438 VOM19980228.0700.1861 VOM19980501.0700.0556 
50304.query,VOM19980220.0900.3360 VOM19980326.0700.0452 VOM19980326.0900.0118 VOM19980510.0730.0001 VOM19980304.0700.0408 
50305.query,VOM19980312.0900.1868 VOM19980312.0900.0274 VOM19980306.0700.0284 VOM19980613.0730.0072 VOM19980613.0700.0179 
50306.query,VOM19980226.0900.1931 VOM19980226.0900.0370 VOM19980504.0700.0025 VOM19980614.0700.0458 VOM19980503.0700.0374 
50307.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0900.0118 VOM19980623.0700.0425 VOM19980623.0730.0177 
50308.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0700.0734 VOM19980326.0900.0118 VOM19980614.0700.0458 
50309.query,VOM19980613.0700.0179 VOM19980223.0700.0882 VOM19980613.0730.0072 VOM19980220.0900.3360 VOM19980306.0700.0354 
50310.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980602.0700.0417 VOM19980502.0730.0193 VOM19980502.0700.0348 
50311.query,VOM19980311.0700.0234 VOM19980303.0900.0160 VOM19980303.0900.1879 VOM19980303.0700.0179 VOM19980531.0700.0380 
50312.query,VOM19980303.0900.0160 VOM19980223.0700.0800 VOM19980223.0900.3362 VOM19980326.0900.0118 VOM19980613.0730.0072 
50313.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980613.0730.0108 VOM19980613.0700.0232 VOM19980317.0900.3462 
50314.query,VOM19980228.0700.0156 VOM19980630.0730.0136 VOM19980220.0900.3360 VOM19980228.0700.1784 VOM19980221.0700.0119 
50315.query,VOM19980613.0730.0143 VOM19980613.0700.0300 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980301.0700.0284 
50316.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0900.0118 VOM19980502.0730.0193 VOM19980623.0700.0425 
50317.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980613.0700.0179 VOM19980602.0700.0417 VOM19980613.0730.0072 
50318.query,VOM19980403.0900.0269 VOM19980403.0900.0269 VOM19980403.0900.2121 VOM19980317.0700.0288 VOM19980226.0900.0212 
50319.query,VOM19980327.0900.3495 VOM19980604.0700.0424 VOM19980403.0700.2182 VOM19980306.0700.0354 VOM19980526.0700.0478 
50320.query,VOM19980614.0700.0458 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980222.0700.1842 
50321.query,VOM19980526.0700.0431 VOM19980619.0700.0392 VOM19980311.0700.0471 VOM19980618.0900.0242 VOM19980610.0700.0289 
50322.query,VOM19980616.0700.0359 VOM19980504.0730.0135 VOM19980504.0730.0135 VOM19980522.0700.0532 VOM19980603.0700.0545 
50323.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980602.0700.0417 VOM19980223.0700.1295 VOM19980301.0700.0284 
50324.query,VOM19980223.0700.0882 VOM19980306.0700.0354 VOM19980220.0900.3360 VOM19980305.0700.0395 VOM19980228.0700.1816 
50325.query,VOM19980619.0700.0307 VOM19980613.0700.0179 VOM19980222.0700.2119 VOM19980613.0730.0072 VOM19980306.0700.0507 
50326.query,VOM19980306.0700.0284 VOM19980421.0900.0012 VOM19980504.0730.0002 VOM19980504.0730.0002 VOM19980427.0900.0219 
50327.query,VOM19980305.0900.1736 VOM19980507.0900.0191 VOM19980316.0900.2076 VOM19980319.0900.2928 VOM19980302.0700.1233 
50328.query,VOM19980303.0700.0179 VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980228.0700.0156 VOM19980604.0700.0424 
50329.query,VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980511.0700.0105 VOM19980228.0700.0156 VOM19980228.0700.1784 
50330.query,VOM19980526.0700.0431 VOM19980618.0900.0242 VOM19980315.0700.2184 VOM19980619.0700.0392 VOM19980610.0700.0289 
50331.query,VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980531.0700.0380 VOM19980531.0730.0195 
50332.query,VOM19980227.0900.0414 VOM19980623.0700.0558 VOM19980223.0900.3362 VOM19980428.0900.0156 VOM19980223.0900.0154 
50333.query,VOM19980317.0900.3421 VOM19980623.0730.0265 VOM19980623.0700.0558 VOM19980428.0900.0156 VOM19980223.0900.3362 
50334.query,VOM19980613.0730.0108 VOM19980613.0700.0232 VOM19980317.0900.3462 VOM19980625.0700.0514 VOM19980303.0900.0160 
50335.query,VOM19980223.0700.0240 VOM19980315.0700.3008 VOM19980531.0700.0380 VOM19980221.0700.0119 VOM19980531.0730.0195 
50336.query,VOM19980224.0700.0719 VOM19980619.0900.0136 VOM19980619.0730.0137 VOM19980612.0730.0003 VOM19980612.0700.0038 
50337.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50338.query,VOM19980223.0700.0240 VOM19980220.0900.3360 VOM19980604.0700.0424 VOM19980222.0700.1842 VOM19980221.0700.0119 
50339.query,VOM19980605.0700.0560 VOM19980220.0900.3360 VOM19980223.0700.0882 VOM19980220.0900.0190 VOM19980220.0900.1815 
50340.query,VOM19980624.0700.0122 VOM19980624.0730.0041 VOM19980624.0900.0040 VOM19980626.0700.0365 VOM19980625.0700.0328 
50341.query,VOM19980502.0730.0193 VOM19980526.0900.0223 VOM19980526.0700.0381 VOM19980502.0700.0348 VOM19980428.0900.0156 
50342.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980222.0700.0758 VOM19980623.0700.0425 VOM19980623.0730.0177 
50343.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.0758 VOM19980306.0700.0354 VOM19980502.0730.0193 
50344.query,VOM19980619.0700.0307 VOM19980222.0700.2119 VOM19980222.0700.0276 VOM19980403.0700.0435 VOM19980501.0900.0108 
50345.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.0758 VOM19980623.0700.0425 VOM19980623.0730.0177 
50346.query,VOM19980626.0700.0365 VOM19980222.0700.1842 VOM19980311.0700.0279 VOM19980428.0900.0156 VOM19980223.0900.3362 
50347.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980222.0700.0758 VOM19980326.0700.0115 
50348.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980306.0700.0354 VOM19980222.0700.0758 VOM19980326.0700.0115 
50349.query,VOM19980306.0700.0354 VOM19980305.0700.0395 VOM19980614.0730.0034 VOM19980613.0730.0072 VOM19980626.0700.0365 
50350.query,VOM19980526.0900.0223 VOM19980529.0700.0100 VOM19980619.0730.0035 VOM19980415.0900.0022 VOM19980316.0900.3525 
50351.query,VOM19980619.0730.0035 VOM19980515.0700.0170 VOM19980515.0730.0097 VOM19980619.0700.0149 VOM19980529.0700.0100 
50352.query,VOM19980619.0700.0149 VOM19980619.0730.0035 VOM19980619.0900.0007 VOM19980605.0700.0097 VOM19980612.0900.0038 
50353.query,VOM19980603.0700.0103 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980628.0730.0091 VOM19980319.0700.0177 
50354.query,VOM19980623.0900.0002 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980630.0730.0091 VOM19980522.0730.0122 
50355.query,VOM19980605.0700.0560 VOM19980521.0700.0427 VOM19980604.0700.0458 VOM19980612.0700.0331 VOM19980612.0730.0151 
50356.query,VOM19980604.0900.0246 VOM19980610.0730.0140 VOM19980415.0900.0272 VOM19980430.0900.0231 VOM19980303.0700.0696 
50357.query,VOM19980606.0730.0028 VOM19980606.0700.0150 VOM19980506.0700.0316 VOM19980612.0900.0008 VOM19980627.0730.0153 
50358.query,VOM19980605.0700.0097 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980612.0900.0038 VOM19980606.0730.0028 
50359.query,VOM19980224.0700.0719 VOM19980603.0730.0115 VOM19980612.0730.0003 VOM19980617.0700.0428 VOM19980623.0700.0268 
50360.query,VOM19980605.0700.0560 VOM19980521.0700.0427 VOM19980604.0700.0458 VOM19980529.0730.0003 VOM19980529.0730.0003 
50361.query,VOM19980602.0900.0005 VOM19980602.0730.0002 VOM19980510.0700.0568 VOM19980627.0700.0466 VOM19980416.0900.0090 
50362.query,VOM19980630.0700.0238 VOM19980630.0700.0238 VOM19980630.0900.0105 VOM19980604.0730.0077 VOM19980604.0700.0157 
50363.query,VOM19980508.0700.0549 VOM19980508.0900.0007 VOM19980227.0900.3434 VOM19980508.0700.0362 VOM19980627.0700.0022 
50364.query,VOM19980603.0700.0103 VOM19980530.0730.0003 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980530.0730.0037 
50365.query,VOM19980612.0900.0038 VOM19980605.0700.0097 VOM19980319.0700.0177 VOM19980619.0700.0149 VOM19980605.0730.0003 
50366.query,VOM19980410.0900.0241 VOM19980326.0700.2933 VOM19980630.0730.0091 VOM19980607.0700.0045 VOM19980526.0900.0186 
50367.query,VOM19980606.0730.0028 VOM19980606.0700.0150 VOM19980625.0700.0404 VOM19980403.0900.3433 VOM19980406.0900.0011 
50368.query,VOM19980531.0700.0120 VOM19980603.0700.0103 VOM19980530.0700.0037 VOM19980528.0900.0006 VOM19980515.0900.0086 
50369.query,VOM19980619.0700.0149 VOM19980619.0730.0035 VOM19980602.0700.0036 VOM19980619.0900.0007 VOM19980529.0700.0168 
50370.query,VOM19980306.0700.0507 VOM19980326.0900.3367 VOM19980619.0700.0307 VOM19980222.0700.2119 VOM19980311.0700.0357 
50371.query,VOM19980605.0700.0097 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980606.0700.0098 VOM19980529.0700.0168 
50372.query,VOM19980317.0900.2611 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50373.query,VOM19980528.0900.0169 VOM19980614.0700.0431 VOM19980612.0730.0003 VOM19980505.0700.0344 VOM19980505.0700.0344 
50374.query,VOM19980529.0700.0100 VOM19980607.0730.0002 VOM19980531.0700.0120 VOM19980526.0900.0223 VOM19980607.0700.0045 
50375.query,VOM19980612.0730.0272 VOM19980612.0730.0272 VOM19980611.0700.0535 VOM19980509.0700.0089 VOM19980509.0730.0027 
50376.query,VOM19980529.0730.0003 VOM19980529.0730.0003 VOM19980529.0700.0041 VOM19980530.0700.0445 VOM19980317.0900.3492 
50377.query,VOM19980421.0900.0180 VOM19980428.0900.0080 VOM19980603.0700.0103 VOM19980317.0700.3639 VOM19980616.0730.0252 
50378.query,VOM19980422.0900.0090 VOM19980630.0730.0091 VOM19980603.0700.0103 VOM19980529.0730.0042 VOM19980529.0730.0042 
50379.query,VOM19980523.0700.0312 VOM19980603.0700.0103 VOM19980605.0730.0003 VOM19980526.0700.0133 VOM19980605.0900.0007 
50380.query,VOM19980524.0730.0003 VOM19980612.0730.0039 VOM19980520.0700.0074 VOM19980527.0700.0163 VOM19980527.0730.0079 
50381.query,VOM19980605.0700.0097 VOM19980614.0730.0072 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980603.0730.0115 
50382.query,VOM19980605.0700.0097 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980603.0700.0103 VOM19980531.0700.0120 
50383.query,VOM19980312.0900.1868 VOM19980312.0900.0274 VOM19980312.0900.0825 VOM19980312.0900.0990 VOM19980228.0700.0851 
50384.query,VOM19980605.0700.0097 VOM19980619.0700.0149 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980619.0730.0035 
50385.query,VOM19980526.0900.0034 VOM19980526.0730.0039 VOM19980522.0730.0122 VOM19980522.0730.0122 VOM19980520.0700.0074 
50386.query,VOM19980223.0900.3362 VOM19980529.0700.0168 VOM19980606.0700.0098 VOM19980605.0900.0007 VOM19980220.0900.3360 
50387.query,VOM19980528.0900.0006 VOM19980526.0900.0034 VOM19980529.0730.0003 VOM19980529.0730.0003 VOM19980526.0730.0039 
50388.query,VOM19980406.0900.0044 VOM19980327.0900.2062 VOM19980527.0700.0163 VOM19980527.0730.0079 VOM19980527.0700.0094 
50389.query,VOM19980526.0900.0034 VOM19980526.0730.0039 VOM19980522.0730.0122 VOM19980522.0730.0122 VOM19980520.0700.0074 
50390.query,VOM19980520.0700.0074 VOM19980603.0700.0103 VOM19980607.0730.0002 VOM19980612.0730.0039 VOM19980605.0730.0003 
50391.query,VOM19980526.0900.0034 VOM19980526.0730.0039 VOM19980520.0700.0074 VOM19980522.0730.0122 VOM19980522.0730.0122 
50392.query,VOM19980520.0700.0074 VOM19980526.0900.0034 VOM19980526.0730.0039 VOM19980522.0730.0122 VOM19980522.0730.0122 
50393.query,VOM19980520.0700.0074 VOM19980603.0700.0103 VOM19980607.0730.0002 VOM19980317.0700.2420 VOM19980612.0730.0039 
