Query,RetrievedDocuments
50103.query,VOM19980319.0700.0452 VOM19980316.0900.3359 VOM19980316.0900.0163 VOM19980316.0900.1824 VOM19980304.0900.0247 VOM19980304.0900.0495 VOM19980305.0900.0332 VOM19980305.0900.1736 VOM19980317.0900.2819 VOM19980305.0700.0436 
50104.query,VOM19980616.0900.0137 VOM19980616.0730.0001 VOM19980505.0700.0438 VOM19980228.0700.1861 VOM19980501.0700.0556 VOM19980228.0700.0232 VOM19980314.0700.3190 VOM19980617.0900.0112 VOM19980616.0700.0045 VOM19980627.0700.0572 
50105.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50106.query,VOM19980327.0900.1937 VOM19980226.0900.0245 VOM19980220.0700.0166 VOM19980531.0700.0380 VOM19980530.0700.0166 VOM19980530.0700.0166 VOM19980531.0730.0195 VOM19980225.0900.0332 VOM19980509.0730.0208 VOM19980509.0700.0487 
50107.query,VOM19980228.0700.2757 VOM19980305.0900.0413 VOM19980630.0700.0238 VOM19980630.0700.0238 VOM19980630.0900.0105 VOM19980326.0900.3491 VOM19980524.0730.0031 VOM19980221.0700.2442 VOM19980618.0700.0187 VOM19980319.0900.2928 
50108.query,VOM19980630.0700.0238 VOM19980630.0700.0238 VOM19980630.0900.0105 VOM19980604.0730.0077 VOM19980609.0900.0107 VOM19980604.0700.0157 VOM19980627.0730.0153 VOM19980627.0700.0205 VOM19980627.0730.0001 VOM19980627.0700.0022 
50109.query,VOM19980303.0900.0443 VOM19980226.0900.2027 VOM19980305.0900.1736 VOM19980315.0700.0716 VOM19980303.0900.0877 VOM19980326.0900.1939 VOM19980227.0900.3575 VOM19980406.0900.0220 VOM19980404.0700.1061 VOM19980610.0700.0520 
50110.query,VOM19980403.0900.3300 VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980511.0700.0105 VOM19980526.0700.0431 VOM19980428.0900.0080 VOM19980404.0700.1061 VOM19980610.0700.0289 VOM19980515.0900.0164 VOM19980225.0900.2949 
50111.query,VOM19980224.0700.0299 VOM19980317.0700.3608 VOM19980317.0900.0114 VOM19980305.0900.1736 VOM19980305.0700.0495 VOM19980614.0730.0153 VOM19980303.0700.0590 VOM19980623.0700.0472 VOM19980530.0700.0318 VOM19980530.0700.0318 
50112.query,VOM19980504.0700.0222 VOM19980301.0700.0136 VOM19980319.0700.0352 VOM19980530.0730.0138 VOM19980505.0700.0344 VOM19980505.0700.0344 VOM19980527.0730.0003 VOM19980530.0700.0260 VOM19980511.0900.0039 VOM19980527.0900.0008 
50113.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980303.0900.1975 VOM19980302.0900.0510 VOM19980303.0700.0393 VOM19980520.0900.0042 VOM19980531.0730.0120 VOM19980612.0700.0225 VOM19980314.0700.0199 VOM19980314.0700.0199 
50114.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50115.query,VOM19980616.0900.0137 VOM19980616.0730.0001 VOM19980505.0700.0438 VOM19980228.0700.1861 VOM19980501.0700.0556 VOM19980228.0700.0232 VOM19980314.0700.3190 VOM19980617.0900.0112 VOM19980616.0700.0045 VOM19980627.0700.0572 
50116.query,VOM19980317.0900.0330 VOM19980509.0700.0043 VOM19980505.0700.0384 VOM19980223.0900.2973 VOM19980319.0900.2928 VOM19980305.0900.1736 VOM19980311.0700.0196 VOM19980302.0700.1233 VOM19980228.0700.0327 VOM19980529.0730.0279 
50117.query,VOM19980220.0900.2583 VOM19980630.0700.0238 VOM19980630.0700.0238 VOM19980630.0900.0105 VOM19980524.0730.0031 VOM19980305.0900.0413 VOM19980228.0700.2757 VOM19980504.0900.0157 VOM19980524.0700.0192 VOM19980221.0700.2442 
50118.query,VOM19980226.0900.3443 VOM19980226.0900.1806 VOM19980311.0700.0471 VOM19980604.0730.0077 VOM19980428.0900.0080 VOM19980618.0900.0008 VOM19980510.0730.0142 VOM19980226.0900.2900 VOM19980403.0900.2079 VOM19980305.0700.0495 
50119.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50120.query,VOM19980305.0900.0332 VOM19980305.0700.0436 VOM19980304.0900.0495 VOM19980226.0900.3406 VOM19980304.0900.0247 VOM19980304.0700.0238 VOM19980317.0900.0192 VOM19980317.0900.0192 VOM19980317.0700.0220 VOM19980316.0700.0180 
50121.query,VOM19980610.0730.0112 VOM19980225.0900.0216 VOM19980225.0900.1919 VOM19980606.0730.0212 VOM19980609.0700.0256 VOM19980317.0900.2174 VOM19980225.0700.0221 VOM19980610.0700.0207 VOM19980606.0700.0460 VOM19980605.0730.0189 
50122.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50123.query,VOM19980505.0700.0344 VOM19980505.0700.0344 VOM19980630.0730.0136 VOM19980316.0900.3433 VOM19980504.0700.0222 VOM19980403.0700.0259 VOM19980319.0700.0352 VOM19980624.0700.0158 VOM19980527.0700.0042 VOM19980624.0900.0112 
50124.query,VOM19980511.0700.0543 VOM19980222.0700.0909 VOM19980523.0730.0114 VOM19980304.0900.0276 VOM19980304.0700.0304 VOM19980523.0700.0247 VOM19980221.0700.2025 VOM19980314.0700.0818 VOM19980224.0900.0912 VOM19980225.0900.0872 
50125.query,VOM19980524.0700.0112 VOM19980222.0700.0448 VOM19980603.0900.0116 VOM19980403.0900.3074 VOM19980511.0730.0066 VOM19980603.0900.0007 VOM19980404.0700.1061 VOM19980619.0900.0264 VOM19980511.0900.0039 VOM19980428.0900.0080 
50126.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50127.query,VOM19980624.0700.0523 VOM19980621.0730.0269 VOM19980620.0700.0393 VOM19980421.0900.0113 VOM19980613.0730.0031 VOM19980613.0700.0112 VOM19980621.0700.0488 VOM19980603.0700.0169 VOM19980612.0900.0038 VOM19980620.0700.0453 
50128.query,VOM19980522.0900.0158 VOM19980522.0730.0161 VOM19980630.0730.0136 VOM19980316.0900.3433 VOM19980611.0730.0120 VOM19980611.0700.0211 VOM19980504.0700.0268 VOM19980611.0900.0216 VOM19980504.0730.0100 VOM19980305.0700.0560 
50129.query,VOM19980222.0700.1986 VOM19980326.0700.0480 VOM19980521.0700.0039 VOM19980319.0700.0352 VOM19980527.0700.0042 VOM19980625.0730.0124 VOM19980305.0900.1736 VOM19980222.0700.2148 VOM19980225.0900.0332 VOM19980302.0700.1233 
50130.query,VOM19980403.0700.1459 VOM19980530.0700.0318 VOM19980530.0700.0318 VOM19980507.0700.0422 VOM19980507.0730.0216 VOM19980529.0730.0279 VOM19980306.0700.0705 VOM19980410.0900.0207 VOM19980620.0700.0513 VOM19980526.0730.0065 
50131.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50132.query,VOM19980421.0900.0076 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980620.0730.0003 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980316.0900.2076 VOM19980305.0900.1736 VOM19980304.0700.0871 VOM19980222.0700.0302 
50133.query,VOM19980223.0700.0765 VOM19980228.0700.1861 VOM19980228.0700.0232 VOM19980522.0900.0269 VOM19980403.0700.0489 VOM19980305.0900.1736 VOM19980226.0900.0401 VOM19980504.0730.0258 VOM19980529.0900.0148 VOM19980529.0730.0148 
50134.query,VOM19980225.0900.0332 VOM19980616.0700.0173 VOM19980223.0700.0664 VOM19980225.0900.2154 VOM19980228.0700.1050 VOM19980616.0730.0105 VOM19980618.0730.0119 VOM19980225.0900.0458 VOM19980225.0900.0216 VOM19980225.0900.1919 
50135.query,VOM19980223.0700.0765 VOM19980228.0700.0268 VOM19980515.0700.0434 VOM19980618.0900.0204 VOM19980620.0730.0003 VOM19980515.0900.0164 VOM19980515.0900.0269 VOM19980515.0730.0248 VOM19980226.0900.3196 VOM19980317.0900.2819 
50136.query,VOM19980317.0700.2420 VOM19980511.0900.0039 VOM19980602.0900.0157 VOM19980404.0700.0406 VOM19980305.0900.1736 VOM19980618.0900.0204 VOM19980228.0700.0327 VOM19980319.0900.2928 VOM19980302.0700.1233 VOM19980228.0700.1944 
50137.query,VOM19980220.0900.3504 VOM19980504.0700.0268 VOM19980504.0730.0100 VOM19980227.0900.3207 VOM19980316.0900.1918 VOM19980630.0730.0136 VOM19980624.0700.0288 VOM19980316.0900.3433 VOM19980302.0700.3070 VOM19980315.0700.0299 
50138.query,VOM19980327.0900.1545 VOM19980319.0900.2063 VOM19980305.0900.1736 VOM19980319.0900.0259 VOM19980326.0900.1939 VOM19980223.0700.0734 VOM19980303.0700.0524 VOM19980305.0900.2978 VOM19980604.0730.0077 VOM19980224.0900.2174 
50139.query,VOM19980511.0700.0543 VOM19980222.0700.0909 VOM19980523.0730.0114 VOM19980304.0900.0276 VOM19980304.0700.0304 VOM19980523.0700.0247 VOM19980221.0700.2025 VOM19980314.0700.0818 VOM19980224.0900.0912 VOM19980225.0900.0872 
50140.query,VOM19980414.0900.0071 VOM19980315.0700.0180 VOM19980303.0900.1646 VOM19980317.0900.2819 VOM19980228.0700.0268 VOM19980312.0900.0825 VOM19980326.0700.2359 VOM19980326.0900.2164 VOM19980316.0900.2774 VOM19980305.0900.1736 
50141.query,VOM19980611.0900.0253 VOM19980326.0900.0371 VOM19980225.0900.0458 VOM19980506.0700.0472 VOM19980223.0900.1900 VOM19980223.0900.3502 VOM19980305.0900.1736 VOM19980604.0900.0246 VOM19980610.0730.0140 VOM19980616.0700.0538 
50142.query,VOM19980630.0730.0136 VOM19980504.0700.0268 VOM19980504.0730.0100 VOM19980624.0700.0288 VOM19980404.0700.1061 VOM19980316.0900.1918 VOM19980315.0700.2184 VOM19980224.0700.0588 VOM19980316.0900.3433 VOM19980304.0900.0903 
50143.query,VOM19980221.0700.0243 VOM19980404.0700.1061 VOM19980511.0900.0039 VOM19980403.0900.0124 VOM19980613.0700.0546 VOM19980403.0900.2034 VOM19980403.0700.0129 VOM19980226.0900.1931 VOM19980226.0900.0370 VOM19980403.0900.3300 
50144.query,VOM19980511.0900.0208 VOM19980511.0700.0497 VOM19980226.0900.3196 VOM19980508.0900.0211 VOM19980303.0700.0752 VOM19980508.0730.0240 VOM19980508.0700.0452 VOM19980319.0700.0496 VOM19980528.0900.0240 VOM19980607.0700.0422 
50145.query,VOM19980511.0700.0543 VOM19980222.0700.0909 VOM19980523.0730.0114 VOM19980304.0900.0276 VOM19980304.0700.0304 VOM19980523.0700.0247 VOM19980221.0700.2025 VOM19980314.0700.0818 VOM19980224.0900.0912 VOM19980225.0900.0872 
50146.query,VOM19980511.0730.0066 VOM19980511.0900.0039 VOM19980225.0900.2949 VOM19980623.0900.0051 VOM19980403.0700.1169 VOM19980511.0700.0105 VOM19980619.0900.0136 VOM19980302.0700.3552 VOM19980404.0700.1061 VOM19980326.0700.2359 
50147.query,VOM19980430.0900.0074 VOM19980602.0730.0002 VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980302.0900.0510 VOM19980303.0900.1975 VOM19980303.0700.0393 VOM19980301.0700.0136 VOM19980602.0900.0005 VOM19980521.0700.0039 
50148.query,VOM19980406.0900.0220 VOM19980302.0900.0670 VOM19980610.0700.0520 VOM19980317.0900.1247 VOM19980305.0900.1736 VOM19980603.0700.0169 VOM19980618.0700.0187 VOM19980530.0730.0138 VOM19980505.0700.0344 VOM19980505.0700.0344 
50149.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50150.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980315.0700.0180 VOM19980315.0700.1857 VOM19980508.0730.0044 VOM19980302.0900.0510 VOM19980612.0700.0225 VOM19980303.0900.1975 VOM19980317.0900.0261 VOM19980303.0700.0393 
50151.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980225.0900.0714 VOM19980315.0700.0180 VOM19980315.0700.1857 VOM19980508.0730.0044 VOM19980319.0700.0452 VOM19980520.0900.0042 VOM19980302.0900.0510 VOM19980612.0700.0225 
50152.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50153.query,VOM19980220.0700.0391 VOM19980604.0730.0077 VOM19980305.0900.1736 VOM19980624.0700.0486 VOM19980317.0900.0152 VOM19980317.0900.1955 VOM19980226.0900.2027 VOM19980604.0700.0157 VOM19980511.0900.0208 VOM19980312.0900.2408 
50154.query,VOM19980220.0900.3504 VOM19980618.0730.0119 VOM19980504.0700.0268 VOM19980504.0730.0100 VOM19980611.0700.0548 VOM19980617.0900.0206 VOM19980527.0730.0233 VOM19980610.0730.0140 VOM19980303.0700.0696 VOM19980506.0700.0472 
50155.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50156.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50157.query,VOM19980223.0700.0765 VOM19980305.0900.1736 VOM19980223.0700.1511 VOM19980303.0700.0281 VOM19980410.0900.0207 VOM19980326.0900.0371 VOM19980316.0700.0649 VOM19980319.0700.0399 VOM19980319.0900.2928 VOM19980302.0700.1233 
50158.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50159.query,VOM19980505.0700.0344 VOM19980505.0700.0344 VOM19980319.0700.0352 VOM19980504.0700.0222 VOM19980301.0700.0136 VOM19980305.0700.0560 VOM19980303.0700.0324 VOM19980530.0730.0138 VOM19980403.0700.0259 VOM19980530.0700.0260 
50160.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50161.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50162.query,VOM19980616.0900.0137 VOM19980616.0730.0001 VOM19980505.0700.0438 VOM19980228.0700.1861 VOM19980501.0700.0556 VOM19980228.0700.0232 VOM19980314.0700.3190 VOM19980617.0900.0112 VOM19980616.0700.0045 VOM19980627.0700.0572 
50163.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50164.query,VOM19980610.0700.0551 VOM19980611.0700.0548 VOM19980617.0700.0554 VOM19980616.0700.0538 VOM19980618.0700.0187 VOM19980624.0700.0546 VOM19980303.0700.0561 VOM19980618.0700.0076 VOM19980618.0700.0076 VOM19980603.0700.0545 
50165.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50166.query,VOM19980305.0900.1736 VOM19980507.0900.0191 VOM19980316.0900.2076 VOM19980319.0900.2928 VOM19980302.0700.1233 VOM19980617.0900.0052 VOM19980228.0700.0327 VOM19980228.0700.1944 VOM19980304.0900.0247 VOM19980628.0730.0026 
50167.query,VOM19980222.0700.0302 VOM19980222.0700.1986 VOM19980619.0900.0076 VOM19980620.0730.0003 VOM19980621.0730.0001 VOM19980621.0700.0052 VOM19980619.0730.0076 VOM19980221.0700.2690 VOM19980223.0700.2728 VOM19980312.0900.0230 
50168.query,VOM19980413.0900.0139 VOM19980526.0730.0065 VOM19980526.0900.0124 VOM19980327.0900.1954 VOM19980603.0900.0203 VOM19980312.0900.1968 VOM19980317.0900.2174 VOM19980327.0900.0297 VOM19980606.0730.0212 VOM19980527.0900.0083 
50169.query,VOM19980315.0700.1310 VOM19980604.0730.0077 VOM19980624.0900.0261 VOM19980312.0900.0825 VOM19980302.0900.0368 VOM19980521.0900.0254 VOM19980604.0900.0246 VOM19980225.0900.0458 VOM19980325.0900.0356 VOM19980225.0900.2154 
50170.query,VOM19980630.0700.0238 VOM19980630.0700.0238 VOM19980630.0900.0105 VOM19980604.0730.0077 VOM19980604.0700.0157 VOM19980221.0700.2442 VOM19980531.0730.0076 VOM19980228.0700.2757 VOM19980531.0700.0235 VOM19980524.0730.0031 
50171.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50172.query,VOM19980630.0730.0248 VOM19980630.0700.0296 VOM19980306.0700.0507 VOM19980220.0900.3360 VOM19980613.0700.0179 VOM19980221.0700.0119 VOM19980613.0730.0072 VOM19980222.0700.1842 VOM19980228.0700.1816 VOM19980228.0700.0187 
50173.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980611.0700.0350 VOM19980527.0700.0426 VOM19980502.0730.0193 VOM19980626.0700.0365 VOM19980614.0730.0034 VOM19980305.0700.0395 VOM19980624.0900.0040 VOM19980326.0900.0118 
50174.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980326.0900.0118 VOM19980222.0700.0758 VOM19980604.0730.0143 VOM19980604.0730.0143 VOM19980220.0900.3360 VOM19980604.0700.0269 VOM19980623.0700.0425 VOM19980623.0730.0177 
50175.query,VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980222.0700.1842 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980502.0700.0348 VOM19980223.0900.3362 VOM19980304.0700.0408 VOM19980224.0700.0173 
50176.query,VOM19980428.0900.0156 VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980606.0700.0098 VOM19980515.0900.0047 VOM19980326.0900.0118 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980225.0900.1874 
50177.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980428.0900.0156 VOM19980223.0700.1040 VOM19980223.0900.0441 VOM19980316.0700.0499 VOM19980228.0700.1755 VOM19980228.0700.0127 VOM19980319.0700.0108 
50178.query,VOM19980428.0900.0156 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980502.0730.0193 VOM19980531.0700.0303 VOM19980613.0700.0232 VOM19980502.0700.0348 VOM19980613.0730.0108 VOM19980609.0700.0214 
50179.query,VOM19980428.0900.0156 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980223.0900.3362 VOM19980625.0700.0328 VOM19980526.0700.0381 VOM19980531.0700.0380 
50180.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50181.query,VOM19980428.0900.0156 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980502.0730.0193 VOM19980526.0900.0223 VOM19980223.0900.3362 VOM19980502.0700.0348 
50182.query,VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980502.0700.0348 VOM19980526.0900.0223 VOM19980526.0700.0381 VOM19980613.0700.0232 VOM19980524.0700.0265 VOM19980524.0700.0265 
50183.query,VOM19980326.0700.0115 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980403.0700.0372 VOM19980327.0900.3348 VOM19980630.0730.0248 VOM19980404.0700.0133 VOM19980404.0700.0133 VOM19980630.0700.0296 VOM19980613.0730.0072 
50184.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980326.0700.0115 VOM19980403.0700.0372 VOM19980319.0900.3353 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980327.0900.3348 VOM19980319.0700.0108 VOM19980319.0900.3295 
50185.query,VOM19980319.0900.3353 VOM19980613.0730.0072 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980613.0700.0179 VOM19980326.0700.0115 VOM19980327.0900.3348 VOM19980403.0700.0372 VOM19980222.0700.0758 VOM19980404.0700.0133 
50186.query,VOM19980613.0730.0072 VOM19980614.0730.0034 VOM19980613.0700.0179 VOM19980611.0700.0350 VOM19980614.0700.0111 VOM19980626.0700.0365 VOM19980527.0700.0426 VOM19980526.0900.0223 VOM19980605.0700.0354 VOM19980326.0700.0717 
50187.query,VOM19980403.0700.0372 VOM19980326.0700.0115 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980327.0900.3348 VOM19980319.0900.3353 VOM19980404.0700.0133 VOM19980404.0700.0133 VOM19980613.0700.0179 VOM19980311.0700.0279 
50188.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50189.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980624.0900.0040 VOM19980611.0700.0350 VOM19980527.0700.0426 VOM19980614.0730.0034 VOM19980624.0700.0122 VOM19980624.0730.0041 VOM19980614.0700.0111 VOM19980626.0700.0365 
50190.query,VOM19980602.0700.0417 VOM19980614.0700.0431 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980505.0700.0344 VOM19980505.0700.0344 VOM19980607.0700.0385 VOM19980607.0700.0385 VOM19980228.0700.0268 VOM19980524.0700.0409 
50191.query,VOM19980302.0700.1233 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 VOM19980220.0700.0166 
50192.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980611.0700.0350 VOM19980527.0700.0426 VOM19980614.0730.0034 VOM19980614.0700.0111 VOM19980626.0700.0365 VOM19980326.0700.0115 VOM19980526.0900.0223 VOM19980605.0700.0354 
50193.query,VOM19980303.0900.0160 VOM19980228.0700.0156 VOM19980303.0700.0179 VOM19980223.0700.0800 VOM19980303.0900.1879 VOM19980223.0900.3362 VOM19980223.0900.0477 VOM19980223.0900.0154 VOM19980223.0700.0197 VOM19980224.0900.0173 
50194.query,VOM19980304.0700.0774 VOM19980502.0730.0193 VOM19980628.0730.0026 VOM19980628.0700.0355 VOM19980319.0700.0108 VOM19980604.0700.0269 VOM19980319.0900.0095 VOM19980319.0900.1855 VOM19980428.0900.0156 VOM19980628.0730.0253 
50195.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980305.0900.2166 VOM19980526.0700.0381 VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980628.0730.0026 VOM19980304.0900.0353 VOM19980223.0900.0629 VOM19980226.0900.0471 
50196.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0700.0115 VOM19980403.0700.0372 VOM19980319.0900.3353 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980319.0900.3295 VOM19980319.0700.0108 VOM19980327.0900.3348 
50197.query,VOM19980326.0900.0118 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0700.0452 VOM19980502.0730.0193 VOM19980623.0700.0425 VOM19980623.0730.0177 VOM19980222.0700.0758 VOM19980527.0700.0426 VOM19980303.0700.0179 
50198.query,VOM19980220.0900.3360 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980223.0900.3362 VOM19980225.0900.1874 VOM19980222.0700.1842 VOM19980222.0700.0151 VOM19980326.0700.0452 VOM19980221.0700.0119 VOM19980326.0900.0118 
50199.query,VOM19980613.0700.0179 VOM19980306.0700.0354 VOM19980305.0700.0395 VOM19980613.0730.0072 VOM19980327.0900.3348 VOM19980319.0900.3353 VOM19980220.0900.3360 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980311.0700.0279 
50200.query,VOM19980617.0730.0243 VOM19980222.0700.1842 VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980225.0900.1874 VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980304.0700.0408 VOM19980223.0700.0197 VOM19980326.0700.0452 
50201.query,VOM19980317.0700.3639 VOM19980611.0900.0110 VOM19980611.0700.0150 VOM19980611.0700.0150 VOM19980317.0900.0152 VOM19980317.0900.1955 VOM19980317.0700.0156 VOM19980630.0730.0002 VOM19980624.0900.0001 VOM19980624.0730.0001 
50202.query,VOM19980617.0730.0243 VOM19980607.0730.0002 VOM19980606.0730.0060 VOM19980606.0700.0098 VOM19980223.0900.1740 VOM19980607.0700.0045 VOM19980303.0700.0179 VOM19980630.0700.0432 VOM19980303.0700.0783 VOM19980304.0700.0408 
50203.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980303.0900.0160 VOM19980303.0900.1879 VOM19980223.0900.3362 VOM19980527.0700.0426 VOM19980611.0700.0350 VOM19980623.0700.0425 VOM19980623.0730.0177 
50204.query,VOM19980430.0900.0074 VOM19980605.0700.0560 VOM19980606.0730.0060 VOM19980607.0730.0002 VOM19980604.0700.0458 VOM19980606.0700.0098 VOM19980607.0700.0045 VOM19980303.0700.0783 VOM19980226.0900.1806 VOM19980225.0900.1428 
